fund_symbol,inception_date,fund_net_annual_expense_ratio,fund_yield,fund_return_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,rating,risk_rating,return_rating,investment_type,size_type,median_market_cap,net_asset_value,fund_return_ytd
MLVMX,2013-12-04,1.64,0.31,7.64,89.83,14.88,0.46,7.67,-0.94,0.79,0.71,3.0,1.0,2.0,Blend,Large,83691.06,685010000.0,-1.69
MLVOX,2013-12-04,1.14,0.77,8.18,89.78,14.86,0.5,8.37,-0.42,0.79,0.75,3.0,1.0,3.0,Blend,Large,83691.06,685010000.0,-1.29
MLVPX,2013-12-04,0.89,1.05,8.43,89.92,14.87,0.51,8.67,-0.2,0.79,0.77,3.0,1.0,3.0,Blend,Large,83691.06,685010000.0,-1.09
MLVRX,2013-12-04,0.64,1.24,8.72,89.91,14.92,0.53,9.01,0.05,0.79,0.79,3.0,1.0,3.0,Blend,Large,83691.06,685010000.0,-0.85
MLVTX,2013-12-04,0.57,1.32,8.81,89.78,14.91,0.54,9.14,0.14,0.79,0.8,3.0,1.0,3.0,Blend,Large,83691.06,685010000.0,-0.78
MLXAX,2014-12-21,1.7,19.63,-16.72,66.23,38.79,-0.3,-9.85,-21.23,1.86,-0.83,3.0,4.0,3.0,Value,Medium,11716.97,80220000.0,-39.48
MLXCX,2014-12-21,2.45,18.64,-17.36,66.07,38.69,-0.32,-10.23,-21.98,1.85,-0.89,3.0,4.0,3.0,Value,Medium,11716.97,80220000.0,-39.78
MLXIX,2014-12-21,1.45,19.88,-16.49,66.28,38.76,-0.29,-9.73,-20.97,1.86,-0.81,3.0,4.0,3.0,Value,Medium,11716.97,80220000.0,-39.3
MMAAX,2000-04-27,1.31,0.06,20.76,87.23,19.94,0.97,18.36,8.96,1.04,1.74,4.0,4.0,4.0,Growth,Large,120589.27,475220000.0,32.0
MMABX,2002-06-27,1.69,0.93,6.09,98.04,10.97,0.45,4.37,0.52,1.03,0.54,3.0,2.0,3.0,Blend,Large,41066.97,5840000000.0,2.29
MMACX,2002-06-27,1.69,0.97,6.09,98.01,10.97,0.45,4.37,0.52,1.03,0.54,3.0,2.0,3.0,Blend,Large,41066.97,5840000000.0,2.28
MMAFX,1988-11-17,1.1,4.65,-2.61,77.57,12.2,-0.28,-4.14,-7.82,1.02,-0.16,2.0,3.0,2.0,Blend,Large,23961.36,38840000.0,-15.89
MMAIX,2002-06-27,0.69,1.87,7.16,98.0,10.99,0.54,5.4,1.52,1.03,0.63,4.0,2.0,4.0,Blend,Large,41066.97,5840000000.0,3.18
MMANX,2002-12-29,1.46,0.01,20.61,86.94,19.94,0.96,18.24,8.85,1.04,1.73,4.0,4.0,4.0,Growth,Large,120589.27,475220000.0,31.87
MMAPX,2006-04-27,1.46,0.39,6.2,97.03,20.12,0.32,4.16,-4.54,1.11,0.67,2.0,5.0,2.0,Blend,Large,130210.07,908140000.0,-4.84
MMARX,2007-12-16,1.08,1.62,4.2,98.79,16.1,0.24,1.72,-2.68,1.52,0.45,2.0,4.0,2.0,Blend,Large,51811.64,177870000.0,-4.5
MMASX,2009-12-31,1.25,4.5,-2.76,77.56,12.18,-0.3,-4.28,-7.96,1.01,-0.17,2.0,3.0,2.0,Blend,Large,23961.36,38840000.0,-16.0
MMAVX,2009-12-31,1.5,4.26,-3.01,77.64,12.17,-0.32,-4.54,-8.22,1.01,-0.19,2.0,3.0,2.0,Blend,Large,23961.36,38840000.0,-16.18
MMAZX,2011-12-06,0.76,0.44,21.43,87.06,19.94,1.0,19.01,9.53,1.04,1.79,4.0,4.0,4.0,Growth,Large,120589.27,475220000.0,32.69
MMBDX,1997-12-30,1.33,1.66,5.31,97.68,12.31,0.35,3.22,-0.6,1.16,0.49,3.0,3.0,3.0,Blend,Large,132339.98,133710000.0,0.85
MMBIX,1985-09-23,0.78,1.79,3.1,97.05,3.97,0.4,1.55,-0.89,0.97,0.26,2.0,2.0,2.0,Value,Medium,0.0,323670000.0,2.05
MMBLX,1999-04-29,1.08,1.84,5.59,97.69,12.33,0.37,3.46,-0.35,1.16,0.52,3.0,4.0,3.0,Blend,Large,132339.98,133710000.0,1.08
MMBMX,1993-01-31,0.53,2.03,3.33,97.69,3.98,0.45,1.78,-0.68,0.98,0.28,3.0,2.0,3.0,Value,Medium,0.0,323670000.0,2.18
MMBRX,2014-03-31,1.48,1.52,5.14,97.63,12.34,0.34,3.07,-0.77,1.16,0.48,3.0,4.0,3.0,Blend,Large,132339.98,133710000.0,0.78
MMCBX,1998-01-01,0.98,2.77,4.52,51.13,5.29,0.57,2.62,-0.85,1.12,0.38,3.0,5.0,3.0,Blend,Medium,0.0,1330000000.0,5.37
MMCFX,1994-06-29,1.23,0.0,5.05,77.95,25.08,0.26,2.8,-5.74,1.24,0.68,2.0,5.0,2.0,Growth,Small,607.59,141200000.0,-6.72
MMCGX,2013-09-12,0.64,0.0,47.39,54.16,28.51,1.46,38.92,29.93,1.18,3.6,5.0,5.0,5.0,Growth,Large,24562.06,3300000000.0,96.55
MMCIX,2009-09-29,1.19,0.0,8.15,88.79,22.83,0.39,5.45,-3.09,1.2,0.87,2.0,4.0,2.0,Growth,Medium,6495.55,184880000.0,5.49
MMCMX,2009-09-29,0.94,0.06,8.43,88.78,22.83,0.4,5.68,-2.84,1.2,0.89,2.0,4.0,2.0,Growth,Medium,6495.55,184880000.0,5.73
MMCRX,2012-02-28,0.77,0.0,9.1,85.38,17.93,0.49,8.11,-0.4,0.93,0.87,5.0,2.0,5.0,Blend,Medium,14667.98,537030000.0,-5.73
MMDAX,2006-06-29,1.14,1.39,5.01,96.05,8.49,0.43,4.33,0.28,0.79,0.44,3.0,1.0,3.0,Blend,Large,44612.13,130090000.0,2.6
MMDCX,2008-02-28,1.89,0.65,4.23,96.23,8.51,0.34,3.33,-0.48,0.79,0.38,3.0,1.0,2.0,Blend,Large,44612.13,130090000.0,1.92
MMDEX,2007-04-30,0.43,0.86,17.13,95.65,17.86,0.89,15.87,6.14,0.98,1.46,4.0,2.0,4.0,Growth,Large,254963.12,355190000.0,17.45
MMDIX,2016-03-31,0.58,2.84,3.35,93.54,4.5,0.41,1.62,-0.91,1.09,0.28,3.0,5.0,4.0,Growth,Medium,0.0,109150000.0,1.44
MMDRX,2006-06-29,1.89,0.65,4.23,96.26,8.51,0.34,3.34,-0.47,0.79,0.38,3.0,1.0,2.0,Blend,Large,44612.13,130090000.0,1.92
MMEAX,1996-12-25,1.59,0.0,-8.35,72.17,26.79,-0.24,-7.8,-19.02,1.27,-0.4,2.0,5.0,2.0,Value,Small,444.49,55890000.0,-25.17
MMECX,1997-03-30,2.45,0.0,-9.09,72.17,26.75,-0.27,-8.39,-19.82,1.27,-0.47,1.0,5.0,2.0,Value,Small,444.49,55890000.0,-25.69
MMELX,2000-05-30,1.01,0.0,11.49,90.8,19.98,0.57,9.29,0.72,1.07,1.08,3.0,2.0,3.0,Growth,Medium,17970.85,8490000000.0,6.62
MMERX,2004-07-28,2.08,0.0,-8.81,72.22,26.78,-0.26,-8.16,-19.53,1.27,-0.44,1.0,5.0,2.0,Value,Small,444.49,55890000.0,-25.44
MMEYX,1996-12-25,1.38,0.0,-8.15,72.21,26.8,-0.23,-7.64,-18.82,1.27,-0.38,2.0,5.0,2.0,Value,Small,444.49,55890000.0,-25.11
MMFFX,2014-03-31,0.72,1.48,9.66,99.99,17.8,0.52,8.1,-0.67,1.0,0.9,3.0,3.0,3.0,Blend,Large,156606.95,3040000000.0,2.26
MMFVX,2000-04-27,1.04,1.32,7.83,92.46,15.06,0.47,7.71,-0.94,0.81,0.73,3.0,3.0,3.0,Value,Large,107915.06,689760000.0,-6.03
MMFYX,2000-04-27,0.94,1.44,7.97,92.44,15.1,0.48,7.86,-0.82,0.81,0.74,3.0,3.0,3.0,Value,Large,107915.06,689760000.0,-5.93
MMGAX,1988-06-05,0.9,2.16,3.05,95.91,4.4,0.35,1.36,-1.17,1.07,0.26,3.0,4.0,3.0,Growth,Medium,0.0,132270000.0,0.96
MMGEX,1999-05-02,1.42,0.52,14.4,82.59,23.13,0.63,10.88,2.9,1.18,1.35,3.0,3.0,3.0,Growth,Small,3906.19,601990000.0,13.0
MMGFX,2014-03-31,1.21,0.06,20.88,87.05,19.93,0.97,18.5,9.07,1.04,1.75,3.0,4.0,4.0,Growth,Large,120589.27,475220000.0,32.25
MMHAX,2010-03-30,0.86,3.37,4.92,76.62,6.79,0.51,2.24,-0.28,1.49,0.42,5.0,3.0,4.0,Growth,Small,0.0,8490000000.0,0.88
MMHBX,1993-09-06,1.42,2.96,3.2,78.65,6.83,0.27,1.07,-1.99,1.52,0.28,2.0,2.0,2.0,Growth,Small,0.0,5690000000.0,-1.1
MMHCX,1998-09-24,1.67,2.7,2.94,78.8,6.83,0.23,0.89,-2.25,1.52,0.26,2.0,2.0,2.0,Growth,Small,0.0,5690000000.0,-1.32
MMHDX,2010-03-30,1.62,2.61,4.1,76.58,6.8,0.4,1.69,-1.06,1.49,0.36,3.0,3.0,3.0,Growth,Small,0.0,8490000000.0,0.24
MMHIX,2010-03-30,0.61,3.62,5.18,76.65,6.83,0.55,2.4,-0.04,1.5,0.44,5.0,3.0,5.0,Growth,Small,0.0,8490000000.0,1.09
MMHKX,2017-06-01,0.59,3.78,4.09,79.37,6.85,0.39,1.64,-1.16,1.53,0.35,3.0,3.0,3.0,Growth,Small,0.0,5690000000.0,-0.43
MMHVX,2010-03-30,0.87,3.36,4.91,76.8,6.8,0.51,2.23,-0.3,1.49,0.42,4.0,3.0,4.0,Growth,Small,0.0,8490000000.0,0.87
MMHYX,1984-02-23,0.67,3.7,3.97,79.28,6.83,0.38,1.57,-1.27,1.52,0.35,4.0,3.0,4.0,Growth,Small,0.0,5690000000.0,-0.62
MMIAX,1998-01-01,1.44,0.47,-0.38,90.25,16.88,-0.03,-1.99,-0.1,0.99,0.09,2.0,3.0,2.0,Blend,Large,49303.54,176610000.0,-4.48
MMIBX,1986-12-28,1.52,1.96,2.8,90.33,5.38,0.25,0.95,-1.88,1.28,0.24,1.0,3.0,2.0,Growth,Medium,0.0,5120000000.0,0.27
MMICX,1994-01-02,1.52,1.95,2.79,90.59,5.38,0.25,0.94,-1.89,1.28,0.24,1.0,3.0,1.0,Growth,Medium,0.0,5120000000.0,0.27
MMIDX,2007-06-24,0.52,2.95,3.82,91.52,5.41,0.43,1.73,-0.92,1.29,0.33,4.0,3.0,4.0,Growth,Medium,0.0,5120000000.0,1.1
MMIEX,1998-02-26,0.37,1.77,10.03,100.0,17.82,0.54,8.46,-0.34,1.0,0.93,4.0,3.0,4.0,Blend,Large,156606.95,3040000000.0,2.5
MMIFX,1991-09-17,0.77,2.13,3.15,95.64,3.22,0.5,1.99,-0.4,0.78,0.26,3.0,3.0,3.0,Blend,Large,0.0,75690000.0,2.95
MMIGX,2007-06-24,1.27,2.2,3.05,90.03,5.38,0.3,1.15,-1.63,1.28,0.26,2.0,3.0,2.0,Growth,Medium,0.0,5120000000.0,0.48
MMIIX,2011-05-31,0.67,3.7,3.97,79.56,6.88,0.38,1.55,-1.3,1.53,0.35,4.0,3.0,4.0,Growth,Small,0.0,5690000000.0,-0.5
MMINX,2002-12-29,0.87,1.41,9.48,100.0,17.79,0.51,7.93,-0.84,1.0,0.89,3.0,3.0,3.0,Blend,Large,156606.95,3040000000.0,2.09
MMISX,2010-03-31,0.68,2.29,5.04,98.01,10.91,0.36,3.37,-0.46,1.02,0.46,3.0,5.0,3.0,Blend,Large,51447.57,258790000.0,-0.17
MMIYX,2010-03-31,0.78,2.25,4.95,98.0,10.92,0.35,3.28,-0.54,1.03,0.45,3.0,5.0,3.0,Blend,Large,51447.57,258790000.0,-0.17
MMIZX,2011-12-06,0.12,2.02,10.31,100.0,17.8,0.55,8.75,-0.08,1.0,0.95,4.0,3.0,4.0,Blend,Large,156606.95,3040000000.0,2.73
MMKAX,2010-03-31,1.08,1.75,4.04,98.84,16.1,0.23,1.62,-2.83,1.52,0.44,1.0,4.0,1.0,Blend,Large,51809.49,133900000.0,-4.55
MMKBX,1996-01-01,1.4,0.38,-0.4,84.49,19.5,0.0,-1.8,0.44,1.1,0.13,3.0,3.0,3.0,Growth,Large,58745.88,672810000.0,-2.56
MMKNX,2014-03-31,1.23,1.55,3.91,98.82,16.06,0.22,1.53,-2.95,1.52,0.43,1.0,3.0,1.0,Blend,Large,51809.49,133900000.0,-4.67
MMKSX,2010-03-31,0.73,1.87,4.42,98.81,16.08,0.25,1.87,-2.46,1.52,0.47,2.0,5.0,2.0,Blend,Large,51809.49,133900000.0,-4.24
MMKTX,2014-03-31,0.63,2.14,4.5,98.89,16.1,0.26,1.92,-2.39,1.52,0.48,2.0,4.0,2.0,Blend,Large,51809.49,133900000.0,-4.17
MMKUX,2014-03-31,0.53,2.2,4.62,98.87,16.07,0.26,2.0,-2.26,1.52,0.49,2.0,4.0,2.0,Blend,Large,51809.49,133900000.0,-4.09
MMKYX,2010-03-31,0.83,1.92,4.31,98.88,16.11,0.24,1.79,-2.57,1.52,0.46,2.0,5.0,2.0,Blend,Large,51809.49,133900000.0,-4.34
MMKZX,2014-03-31,0.98,1.81,4.15,98.88,16.1,0.24,1.68,-2.73,1.52,0.45,1.0,4.0,1.0,Blend,Large,51809.49,133900000.0,-4.5
MMMPX,2013-09-12,0.95,0.8,0.03,84.65,19.52,0.02,-1.4,0.87,1.1,0.16,2.0,3.0,3.0,Growth,Large,58745.88,672810000.0,-2.2
MMNRX,2014-03-31,1.18,1.87,4.52,97.93,10.91,0.32,2.87,-0.95,1.02,0.42,2.0,4.0,2.0,Blend,Large,51447.57,258790000.0,-0.59
MMNTX,2014-03-31,0.58,2.43,5.17,98.0,10.9,0.37,3.5,-0.34,1.02,0.47,3.0,4.0,3.0,Blend,Large,51447.57,258790000.0,-0.08
MMNZX,2014-03-31,0.93,2.16,4.76,97.91,10.93,0.34,3.09,-0.73,1.03,0.44,2.0,4.0,2.0,Blend,Large,51447.57,258790000.0,-0.42
MMPCX,1999-06-08,2.13,0.0,5.54,97.02,20.1,0.29,3.56,-5.16,1.11,0.62,2.0,5.0,2.0,Blend,Large,130210.07,908140000.0,-5.37
MMPIX,2012-06-21,1.1,4.0,-4.05,20.48,6.29,-0.89,-20.62,-6.88,0.28,-0.33,1.0,3.0,1.0,Value,Large,15072.64,22390000.0,-10.2
MMPLX,2012-06-21,1.95,3.08,-4.86,20.56,6.22,-1.04,-23.76,-7.72,0.28,-0.4,1.0,3.0,1.0,Value,Large,15072.64,22390000.0,-10.54
MMPPX,2012-06-21,1.45,3.55,-4.44,20.29,6.25,-0.97,-22.29,-7.28,0.28,-0.36,1.0,3.0,1.0,Value,Large,15072.64,22390000.0,-10.4
MMQAX,2006-03-30,1.52,0.0,-4.02,80.8,24.4,-0.1,-4.56,-14.78,1.23,-0.08,2.0,4.0,3.0,Blend,Small,1870.97,77760000.0,-18.14
MMQFX,2014-03-31,1.42,0.0,-3.92,80.82,24.38,-0.1,-4.49,-14.67,1.23,-0.08,2.0,4.0,2.0,Blend,Small,1870.97,77760000.0,-18.01
MMQIX,2014-03-31,0.97,0.26,-3.51,80.86,24.35,-0.08,-4.16,-14.25,1.22,-0.04,2.0,4.0,2.0,Blend,Small,1870.97,77760000.0,-17.79
MMQLX,2006-03-30,1.27,0.0,-3.78,80.77,24.39,-0.1,-4.38,-14.53,1.23,-0.06,2.0,4.0,3.0,Blend,Small,1870.97,77760000.0,-17.97
MMQSX,2006-03-30,1.07,0.09,-3.58,80.69,24.37,-0.09,-4.22,-14.32,1.22,-0.05,3.0,4.0,3.0,Blend,Small,1870.97,77760000.0,-17.82
MMQTX,2014-03-31,1.67,0.0,-4.15,80.73,24.35,-0.11,-4.69,-14.9,1.22,-0.1,2.0,4.0,2.0,Blend,Small,1870.97,77760000.0,-18.24
MMQYX,2006-03-30,1.17,0.0,-3.69,80.82,24.33,-0.09,-4.31,-14.42,1.22,-0.06,2.0,4.0,3.0,Blend,Small,1870.97,77760000.0,-17.9
MMRAX,2005-04-03,1.06,1.93,3.64,98.77,11.83,0.23,1.84,-2.1,1.12,0.36,3.0,3.0,3.0,Blend,Large,60237.88,746990000.0,1.51
MMRBX,2005-04-03,2.0,0.94,2.69,98.66,11.79,0.15,1.0,-3.01,1.11,0.28,2.0,3.0,2.0,Blend,Large,60237.88,746990000.0,0.76
MMRCX,2005-04-03,2.0,0.94,2.7,98.7,11.82,0.15,0.99,-3.02,1.12,0.28,2.0,3.0,2.0,Blend,Large,60237.88,746990000.0,0.76
MMRDX,2008-02-27,1.25,1.73,3.45,98.7,11.8,0.21,1.68,-2.27,1.11,0.34,2.0,3.0,2.0,Blend,Large,60237.88,746990000.0,1.36
MMRHX,2016-02-28,1.41,1.68,3.31,98.69,11.82,0.2,1.54,-2.42,1.12,0.33,2.0,3.0,2.0,Blend,Large,60237.88,746990000.0,1.29
MMRIX,2005-04-03,0.81,2.15,3.88,98.72,11.83,0.25,2.06,-1.86,1.12,0.38,3.0,3.0,3.0,Blend,Large,60237.88,746990000.0,1.73
MMRNX,2007-12-16,1.23,1.37,4.05,98.82,16.13,0.23,1.62,-2.82,1.52,0.44,2.0,4.0,2.0,Blend,Large,51811.64,177870000.0,-4.68
MMRTX,2014-03-31,0.63,2.01,4.62,98.8,16.13,0.26,2.0,-2.27,1.52,0.49,2.0,4.0,2.0,Blend,Large,51811.64,177870000.0,-4.24
MMRUX,2014-03-31,0.53,2.09,4.74,98.69,16.12,0.27,2.08,-2.15,1.52,0.5,2.0,4.0,2.0,Blend,Large,51811.64,177870000.0,-4.23
MMRYX,2007-12-16,0.83,1.79,4.45,98.8,16.18,0.25,1.88,-2.45,1.52,0.47,2.0,4.0,2.0,Blend,Large,51811.64,177870000.0,-4.35
MMRZX,2014-03-31,0.98,1.69,4.29,98.81,16.18,0.24,1.77,-2.6,1.53,0.46,2.0,4.0,2.0,Blend,Large,51811.64,177870000.0,-4.52
MMSCX,2007-04-30,1.12,0.0,-0.38,83.96,23.1,0.04,-1.66,-10.98,1.18,0.2,2.0,3.0,2.0,Blend,Small,1476.05,120950000.0,-13.45
MMSDX,2010-03-31,1.03,2.14,4.67,98.02,10.89,0.33,3.02,-0.8,1.02,0.43,2.0,5.0,3.0,Blend,Large,51447.57,258790000.0,-0.5
MMSIX,2007-04-30,0.45,1.03,0.3,83.99,23.13,0.06,-1.08,-10.31,1.19,0.26,2.0,3.0,2.0,Blend,Small,1476.05,120950000.0,-12.94
MMSLX,2004-12-30,1.03,0.76,8.02,98.5,18.08,0.43,6.4,-2.22,1.0,0.78,3.0,3.0,3.0,Blend,Large,164622.52,112000000.0,1.01
MMSNX,2004-12-30,1.43,0.38,7.59,98.49,18.11,0.41,5.97,-2.63,1.01,0.75,3.0,3.0,2.0,Blend,Large,164622.52,112000000.0,0.65
MMSRX,2004-07-28,1.57,0.0,3.55,91.35,20.22,0.2,1.81,-6.8,1.08,0.46,2.0,2.0,1.0,Growth,Medium,16837.22,520570000.0,-0.4
MMSSX,2004-12-30,0.83,0.95,8.25,98.48,18.07,0.44,6.64,-2.0,1.0,0.8,3.0,3.0,3.0,Blend,Large,164622.52,112000000.0,1.2
MMSTX,2016-03-31,0.72,2.63,3.37,98.18,4.04,0.46,1.79,-0.68,1.0,0.28,3.0,3.0,3.0,Blend,Medium,0.0,104750000.0,2.07
MMSYX,2004-12-30,0.93,0.83,8.09,98.44,18.12,0.43,6.46,-2.16,1.01,0.79,3.0,3.0,3.0,Blend,Large,164622.52,112000000.0,1.06
MMTSX,2007-12-16,0.73,1.84,4.56,98.77,16.22,0.26,1.94,-2.36,1.53,0.48,2.0,4.0,3.0,Blend,Large,51811.64,177870000.0,-4.33
MMUBX,1993-09-06,1.76,1.52,5.77,55.19,13.95,0.36,6.86,1.84,0.61,0.55,2.0,2.0,2.0,Value,Large,28473.0,3010000000.0,-3.95
MMUCX,1994-01-02,1.76,1.52,5.78,54.95,13.97,0.36,6.88,1.86,0.61,0.55,2.0,2.0,2.0,Value,Large,28473.0,3010000000.0,-3.96
MMUFX,1992-02-13,1.01,2.22,6.57,55.06,13.95,0.42,8.19,2.61,0.61,0.61,2.0,3.0,2.0,Value,Large,28473.0,3010000000.0,-3.33
MMUGX,2005-03-31,1.76,1.54,5.76,55.02,13.97,0.36,6.85,1.84,0.61,0.55,2.0,3.0,2.0,Value,Large,28473.0,3010000000.0,-3.96
MMUHX,2005-03-31,1.01,2.22,6.56,55.08,13.98,0.41,8.15,2.59,0.61,0.61,2.0,3.0,2.0,Value,Large,28473.0,3010000000.0,-3.34
MMUIX,1997-01-01,0.76,2.45,6.84,55.04,13.98,0.43,8.61,2.86,0.61,0.64,3.0,3.0,3.0,Value,Large,28473.0,3010000000.0,-3.17
MMUJX,2005-03-31,0.76,2.45,6.84,55.18,13.98,0.43,8.61,2.86,0.61,0.64,3.0,3.0,3.0,Value,Large,28473.0,3010000000.0,-3.13
MMUKX,2012-05-31,0.67,2.53,6.93,55.0,13.97,0.44,8.77,2.94,0.61,0.64,3.0,2.0,3.0,Value,Large,28473.0,3010000000.0,-3.05
MMVFX,2014-03-31,1.43,0.34,-5.13,81.49,24.32,-0.15,-5.47,-15.95,1.23,-0.18,3.0,3.0,3.0,Value,Small,1661.38,166580000.0,-19.04
MMVYX,2001-12-30,1.18,0.58,-4.9,81.41,24.38,-0.14,-5.27,-15.7,1.23,-0.16,3.0,3.0,3.0,Value,Small,1661.38,166580000.0,-18.9
MMWAX,2013-09-16,1.06,1.61,4.24,98.78,16.08,0.24,1.75,-2.63,1.52,0.46,1.0,3.0,1.0,Blend,Large,51807.91,60180000.0,-4.44
MMWBX,2015-11-22,1.21,1.3,4.09,98.8,16.11,0.23,1.65,-2.78,1.52,0.44,2.0,3.0,1.0,Blend,Large,51784.91,17650000.0,-4.57
MMWCX,2015-11-22,0.96,1.72,4.35,98.78,16.11,0.25,1.82,-2.53,1.52,0.46,2.0,3.0,2.0,Blend,Large,51784.91,17650000.0,-4.45
MMWDX,2015-11-22,1.06,1.74,4.26,98.75,16.15,0.24,1.75,-2.63,1.52,0.46,2.0,3.0,2.0,Blend,Large,51784.91,17650000.0,-4.46
MMWEX,2014-03-31,0.96,1.71,4.34,98.73,16.12,0.25,1.81,-2.54,1.52,0.46,1.0,3.0,2.0,Blend,Large,51807.91,60180000.0,-4.46
MMWFX,2015-11-22,0.81,1.91,4.54,98.79,16.17,0.26,1.94,-2.37,1.52,0.48,2.0,3.0,2.0,Blend,Large,51784.91,17650000.0,-4.26
MMWGX,2015-11-22,0.71,1.96,4.57,98.73,16.11,0.26,1.96,-2.32,1.52,0.48,2.0,3.0,2.0,Blend,Large,51784.91,17650000.0,-4.25
MMWHX,2015-11-22,0.61,2.05,4.68,98.8,16.17,0.27,2.03,-2.22,1.52,0.49,2.0,3.0,2.0,Blend,Large,51784.91,17650000.0,-4.15
MMWIX,2015-11-22,0.51,2.12,4.83,98.8,16.14,0.28,2.14,-2.07,1.52,0.5,2.0,3.0,2.0,Blend,Large,51784.91,17650000.0,-3.95
MMWSX,2013-09-16,0.71,1.74,4.62,98.8,16.14,0.26,2.0,-2.28,1.52,0.49,2.0,3.0,2.0,Blend,Large,51807.91,60180000.0,-4.22
MMWTX,2014-03-31,1.21,1.45,4.08,98.77,16.07,0.23,1.64,-2.78,1.52,0.44,1.0,3.0,1.0,Blend,Large,51807.91,60180000.0,-4.67
MMWUX,2014-03-31,0.61,2.01,4.68,98.75,16.1,0.27,2.04,-2.21,1.52,0.49,2.0,3.0,2.0,Blend,Large,51807.91,60180000.0,-4.23
MMWYX,2013-09-16,0.81,1.8,4.49,98.85,16.21,0.26,1.9,-2.42,1.53,0.48,2.0,4.0,2.0,Blend,Large,51807.91,60180000.0,-4.34
MMWZX,2014-03-31,0.51,2.09,4.79,98.79,16.13,0.27,2.11,-2.11,1.52,0.5,2.0,4.0,2.0,Blend,Large,51807.91,60180000.0,-4.14
MMXAX,2010-03-31,1.09,1.84,4.38,98.92,14.0,0.26,2.11,-1.98,1.32,0.44,1.0,3.0,2.0,Blend,Large,51722.49,198100000.0,-2.71
MMXNX,2014-03-31,1.24,1.62,4.2,98.91,13.99,0.25,1.98,-2.14,1.32,0.43,1.0,3.0,1.0,Blend,Large,51722.49,198100000.0,-2.9
MMXSX,2010-03-31,0.74,2.05,4.74,98.89,14.02,0.29,2.38,-1.64,1.32,0.47,2.0,4.0,3.0,Blend,Large,51722.49,198100000.0,-2.43
MMXTX,2014-03-31,0.64,2.24,4.82,98.92,14.0,0.29,2.45,-1.55,1.32,0.48,2.0,3.0,2.0,Blend,Large,51722.49,198100000.0,-2.38
MMXUX,2014-03-31,0.54,2.3,4.95,98.93,14.05,0.3,2.54,-1.44,1.33,0.49,2.0,4.0,2.0,Blend,Large,51722.49,198100000.0,-2.3
MMXYX,2010-03-31,0.84,1.99,4.6,98.93,14.05,0.28,2.28,-1.77,1.33,0.46,2.0,4.0,2.0,Blend,Large,51722.49,198100000.0,-2.61
MMXZX,2014-03-31,0.99,1.87,4.45,98.95,14.0,0.27,2.17,-1.9,1.32,0.45,2.0,3.0,2.0,Blend,Large,51722.49,198100000.0,-2.73
MMYAX,2001-12-30,1.53,0.23,-5.24,81.38,24.29,-0.16,-5.56,-16.04,1.23,-0.19,3.0,3.0,3.0,Value,Small,1661.38,166580000.0,-19.1
MMYLX,2001-12-30,1.28,0.47,-5.02,81.41,24.34,-0.15,-5.37,-15.82,1.23,-0.17,3.0,3.0,3.0,Value,Small,1661.38,166580000.0,-18.94
MNBAX,1993-10-11,1.06,0.61,7.28,87.82,9.21,0.64,6.94,2.36,0.82,0.62,4.0,2.0,4.0,Growth,Large,65262.54,637510000.0,7.1
MNBCX,2003-09-30,1.56,1.57,4.0,94.89,4.93,0.5,2.01,-0.55,1.2,0.34,2.0,4.0,2.0,Growth,Medium,0.0,1540000000.0,3.02
MNBIX,2008-03-27,0.85,1.68,7.5,87.88,9.22,0.66,7.2,2.57,0.82,0.64,4.0,2.0,4.0,Growth,Large,65262.54,637510000.0,7.27
MNBRX,2010-06-29,1.35,0.93,7.01,87.8,9.17,0.61,6.64,2.12,0.82,0.6,4.0,2.0,3.0,Growth,Large,65262.54,637510000.0,6.93
MNCCX,2010-01-03,1.59,1.53,4.3,88.17,5.85,0.48,5.19,0.56,0.52,0.37,3.0,1.0,2.0,Blend,Large,76591.59,505010000.0,3.58
MNCIX,2008-03-27,0.64,2.31,5.34,88.34,5.82,0.65,7.22,1.57,0.52,0.45,4.0,1.0,3.0,Blend,Large,76591.59,505010000.0,4.5
MNCLX,2016-03-31,0.59,2.71,3.35,94.72,4.72,0.39,1.54,-1.05,1.15,0.28,3.0,5.0,3.0,Growth,Medium,0.0,511070000.0,1.42
MNCPX,2013-07-31,0.5,3.25,3.58,11.64,3.6,0.55,5.4,0.75,0.37,0.3,4.0,1.0,3.0,Value,Small,0.0,658350000.0,4.82
MNCRX,2010-06-29,1.1,2.01,4.81,87.91,5.89,0.56,6.14,1.05,0.52,0.41,3.0,1.0,3.0,Blend,Large,76591.59,505010000.0,4.1
MNDAX,1997-01-01,1.31,0.0,18.97,83.86,22.5,0.82,15.06,6.93,1.15,1.67,4.0,3.0,4.0,Growth,Small,3803.61,2140000000.0,17.04
MNDBX,1997-11-02,2.06,0.0,18.09,83.84,22.51,0.78,14.29,6.18,1.16,1.6,4.0,3.0,4.0,Growth,Small,3803.61,2140000000.0,16.33
MNDCX,1997-11-02,2.06,0.0,18.09,83.87,22.5,0.78,14.3,6.18,1.15,1.6,4.0,3.0,4.0,Growth,Small,3803.61,2140000000.0,16.33
